ID,Name of Item,Pickup,Quality,Description,Type,Item Pool
ItemID: 491,Acid Baby,"""Pills pills pills!""",Quality: 2,Every 6-7 rooms Acid Baby will drop a random pill,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 492,YO LISTEN!,"""Yo listen!""",Quality: 2,+1 Luck Up,"Type: Passive, Familiar","Item Pool: Item Room, Key Beggar"
ItemID: 493,Adrenaline,"""Panic - power""",Quality: 1,"For every empty red heart container, Isaac gains Damage Up and his body increases in size",Type: Passive,"Item Pool: Item Room, Demon Beggar"
ItemID: 494,Jacob's Ladder,"""Electric tears""",Quality: 3,"Isaac gains electric tears, which fire 1-2 sparks of electricty in random directions upon hitting any object or enemy",Type: Passive,Item Pool: Item Room
ItemID: 495,Ghost Pepper,"""Flame tears""",Quality: 3,"Each tear now has a small chance to be a spectral blue flame instead, which deals damage to enemies that come in contact with it",Type: Passive,Item Pool: Item Room
ItemID: 496,Euthanasia,"""Needle shot""",Quality: 3,"Each tear now has a small chance (3.33%) to be a needle instead, which deals 3 times your tear damage",Type: Passive,"Item Pool: Item Room, Curse Room, Demon Beggar"
ItemID: 497,Camo Undies,"""Camo kid""",Quality: 0,"Upon entering a new room, Isaac will become camouflaged and enemies won't attack until you start firing tears",Type: Passive,Item Pool: Item Room
ItemID: 498,Duality,"""You feel very balanced""",Quality: 1,"Any time a devil or angel room door opens after a boss, the other one will also spawn",Type: Passive,"Item Pool: Devil Room, Angel Room"
ItemID: 499,Eucharist,"""Peace be with you""",Quality: 3,Gives you a 100% chance to find an Angel Room on every valid floor after defeating the boss,Type: Passive,Item Pool: Angel Room
ItemID: 500,Sack of Sacks,"""Gives Sacks!""",Quality: 3,A sack familiar that drops a sack every 5 or 6 rooms cleared (alternates between 5 and 6),"Type: Passive, Familiar",Item Pool: Secret Room
ItemID: 501,Greed's Gullet,"""Money = Health!""",Quality: 1,"Gives you an extra heart container for every 25 coins you are currently holding, up to a maximum of 4 extra HP at 99 coins held",Type: Passive,Item Pool: Secret Room
ItemID: 502,Large Zit,"""Creep shots""",Quality: 1,"Gives you a random chance while firing tears to also fire a creep shot, which deals double your tear damage and places white creep on the floor infront of you that slows enemies down if they walk through it",Type: Passive,Item Pool: Item Room
ItemID: 503,Little Horn,"""Science!""",Quality: 3,"While firing tears you have a 5% chance to fire a void tear, that will instantly kill any non-boss enemy it comes into contact with",Type: Passive,"Item Pool: Curse Room, Demon Beggar"
ItemID: 504,Brown Nugget,"""Friendly Fly""",Quality: 0,"When used, will spawn a fly turret that doesn't move and fires tears at nearby enemies",Type: Active,Item Pool: Item Room
ItemID: 505,Poke Go,"""Gotta catch em...""",Quality: 1,"At the start of each new hostile room, you have a 20% chance to gain a random charmed familiar which will fight for you",Type: Passive,Item Pool: Shop
ItemID: 506,BackStabber,"""Watch your back!""",Quality: 1,"Every time one of your tears hits an enemy, it has a chance to start bleeding, which will cause it to take damage equal to 10% of its maximum health every 5 seconds",Type: Passive,Item Pool: Item Room
ItemID: 507,Sharp Straw,"""More blood!""",Quality: 2,"When used, Sharp Straw will deal damage to all enemies in the room",Type: Active,Item Pool: Item Room
ItemID: 508,Mom's Razor,"""It's sharp!""",Quality: 0,"A razor blade orbital that deals contact damage and applies the bleeding status effect to enemies, which will cause them to take damage equal to 10% of their total health every 5 seconds","Type: Passive, Familiar","Item Pool: Item Room, Curse Room"
ItemID: 509,Bloodshot Eye,"""Bloody friend""",Quality: 1,An eye orbital that shoots tears that deal 3.5 damage and deals 2 contact damage per tick to enemies,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 510,Delirious,"""Unleash the power!""",Quality: 1,"When used, spawns a charmed random white delirium version of a boss, that will fight for you and kill other enemies for the rest of the current room",Type: Active,Item Pool: Angel Room
ItemID: 511,Angry Fly,"""He's violent""",Quality: 1,"A familiar fly that orbits around a random enemy in the room until that enemy dies, dealing 2 contact damage to other enemies","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 512,Black Hole,"""Nothing can escape""",Quality: 1,"A throwable active item that places a black hole on the ground where it lands, sucking all enemies into it for 6 seconds",Type: Active,Item Pool: Item Room
ItemID: 513,Bozo,"""Party time!""",Quality: 2,+0.1 Damage Up,Type: Passive,Item Pool: Item Room
ItemID: 514,Broken Modem,"""LAG!""",Quality: 2,"Causes random enemies to 'lag' at random intervals, causing them to freeze in place for a second",Type: Passive,Item Pool: Shop
ItemID: 515,Mystery Gift,"""Wrapped up nice for you!""",Quality: 3,"A one-time use item that spawns a random item from the current room's item pool, with a chance for it to spawn Lump of Coal or The Poop instead
      ",Type: Active,Item Pool: Shop
ItemID: 516,Sprinkler,"""Sprinkles.""",Quality: 2,"When used, spawns a Sprinkler that rotates in a circle, spraying tears in all directions",Type: Active,Item Pool: Item Room
ItemID: 517,Fast Bombs,"""Faster Bomb Drops!""",Quality: 1,+7 Bombs,Type: Passive,Item Pool: Item Room
ItemID: 518,Buddy in a Box,"""What could it be?!""",Quality: 2,"When picked up, gives Isaac a random familiar which has a random sprite and tear effect","Type: Passive, Familiar",Item Pool: Shop
ItemID: 519,Lil Delirium,"""He's Delirious""",Quality: 2,"A familiar that will transform into another random familiar every 10 seconds, copying their behaviour and effect","Type: Passive, Familiar","Item Pool: Angel Room, Devil Room"
ItemID: 520,Jumper Cables,"""Bloody recharge!""",Quality: 3,This item gives you 1 bar of charge on your active item for every 15 enemies you kill,Type: Passive,"Item Pool: Greed Mode Item Room, Shop"
ItemID: 521,Coupon,"""Allow 6 weeks for delivery""",Quality: 2,"When used, the coupon causes one random item in the shop to become free",Type: Active,"Item Pool: Item room, Shop, Beggar"
ItemID: 522,Telekinesis,"""The power of mind!""",Quality: 1,An active that causes all enemy tears to be held in place and then thrown back away from Isaac for a period of 3 seconds,Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 523,Moving Box,"""Pack and unpack""",Quality: 1,"When used, the box will pick up a maximum of 6 items. Using the box again will put the picked up items back on the floor again, allowing you to move things between rooms",Type: Active,Item Pool: Shop
ItemID: 524,Technology Zero,"""Static tears!""",Quality: 3,Your tears will now be connected together by beams of electricity which deals damage to enemies they hit,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 525,Leprosy,"""You're tearing me apart!""",Quality: 1,"Taking damage will spawn an orbital that rotates around Isaac, dealing contact damage to enemies and blocking enemy projectiles",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 526,7 Seals,"""Lil Harbingers!""",Quality: 2,Gives you a random Harbinger familiar that changes every 10 seconds,Type: Passive,"Item Pool: Devil Room, Angel Room"
ItemID: 527,Mr. ME!,"""Caaan Do!""",Quality: 3,"Upon use, this item summons a ghost near Isaac that will follow him around. Also summons a blue crosshair which can be moved around freely. After a few seconds, the crosshair will disappear, and the Ghost will do certain things based on what you targeted:",Type: Active,"Item Pool: Shop, Key Beggar"
ItemID: 528,Angelic Prism,"""Eclipsed by the moon""",Quality: 3,Grants a prism orbital with a large orbital radius,"Type: Passive, Orbital",Item Pool: Angel Room
ItemID: 529,Pop!,"""Eyeball tears!""",Quality: 2,Replaces Isaac's tears with eyeballs that can bounce off of each other,Type: Passive,Item Pool: Item Room
ItemID: 530,Death's List,"""Just hope you're not next""",Quality: 2,"Upon entering a room, a skull appears over a random enemy's head",Type: Passive,Item Pool: Devil Room
ItemID: 531,Haemolacria,"""I'm seeing red...""",Quality: 3,"With Haemolacria, Isaac's tears become bloody and now fire by in the air in an arc",Type: Passive,Item Pool: Item Room
ItemID: 532,Lachryphagy,"""Feed them!""",Quality: 2,"Isaac's tears slow down over time while moving across the room, and upon stopping completely or hitting an object will burst into 8 smaller tears which fire in all directions",Type: Passive,Item Pool: Item Room
ItemID: 533,Trisagion,"""Smite thy enemy""",Quality: 2,"Isaac's tears are replaced with piercing holy flashes of light, which travel across the room in a similar speed to regular tears",Type: Passive,Item Pool: Angel Room
ItemID: 534,Schoolbag,"""Extra active item room""",Quality: 3,Gives you an extra active item slot,Type: Passive,"Item Pool: Shop, Gold/Stone Chest"
ItemID: 535,Blanket,"""You feel safe""",Quality: 2,+1 Soul Heart,Type: Passive,Item Pool: Shop
ItemID: 536,Sacrificial Altar,"""He demands a sacrifice""",Quality: 2,"When used, this item will sacrifice up to 2 of your familiars (chosen at random), and spawn a random Devil Room item for each familar sacrificed this way",Type: Active,"Item Pool: Devil Room, Curse Room"
ItemID: 537,Lil Spewer,"""Puking buddy""",Quality: 1,"A familiar with a charged attack, that spawns a line of creep on the floor which damages enemies that walk over it",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 538,Marbles,"""Choking hazard""",Quality: 2,Spawns 3 random trinkets when picked up,Type: Passive,Item Pool: Boss Room
ItemID: 539,Mystery Egg,"""Sacrificial insemination""",Quality: 1,"A familiar which follows Isaac and, upon taking damage, will spawn a charmed enemy that will fight for you",Type: Passive,Item Pool: Item Room
ItemID: 540,Flat Stone,"""Skipping tears""",Quality: 2,Flat Stone causes your tears to bounce across the room,Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 541,Marrow,"""HP up?""",Quality: 1,+1 Bone Heart,Type: Passive,Item Pool: Boss Room
ItemID: 542,Slipped Rib,"""Projectile shield""",Quality: 2,"This item gives you an orbital, which will reflect projectiles back at enemies",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 543,Hallowed Ground,"""Portable sanctuary""",Quality: 1,A familiar which follows Isaac and spawns a white poop when you take damage,Type: Passive,"Item Pool: Item Room, Angel Room"
ItemID: 544,Pointy Rib,"""Stabbing time""",Quality: 2,"A familiar that can be aimed with the fire buttons similar to the Finger item, dealing contact damage to enemies equal to your tear damage",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 545,Book of the Dead,"""Rise from the grave""",Quality: 3,"When used, this item will spawn a bone orbital or charmed Bony for each enemy killed in the current room",Type: Active,"Item Pool: Item Room, Library, Devil Room"
ItemID: 546,Dad's Ring,"""Father's blessing""",Quality: 3,A passive item that puts a yellow ring around Isaac. Enemies are frozen in place while touching the yellow ring,Type: Passive,Item Pool: Secret Room
ItemID: 547,Divorce Papers,"""Tears up + you feel empty""",Quality: 3,+1 Bone Heart,Type: Passive,Item Pool: Boss Room
ItemID: 548,Jaw Bone,"""Fetch""",Quality: 1,A familiar that flies across the room every few seconds while firing and damages enemies (2x your tear damage),Type: Passive,"Item Pool: Item Room, Greed Mode item Room"
ItemID: 549,Brittle Bones,"""Everything hurts""",Quality: 3,"When picked up, this item replaces all of your red heart containers with 6 Bone Hearts",Type: Passive,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 550,Broken Shovel (Top),"""It feels cursed""",Quality: 4,"Obtained by beating the Basement 1 boss within 1 minute, then bombing the large shadow that appears in the middle of the starting room",Type: Active, 
ItemID: 551,Broken Shovel (Bottom),"""Lost but not forgotten""",Quality: 4,Drops after beating the Boss Rush while holding the other half of the Broken Shovel (see previous item for more details),Type: Passive, 
ItemID: 552,Mom's Shovel (Top + Bottom Broken Shovel),"""Lost but not forgotten""",Quality: 4,"When used, spawns a trapdoor that leads to the next floor (has a 10% chance to be a crawl space instead)",Type: Active, 
ItemID: 263,Clear Rune,"""Rune mimic""",Quality: 2,"When used, copies the effect of the Rune or Soul stone you are holding (like the Blank Card)",Type: Active,"Item Pool: Secret Room, Crane Game"
ItemID: 553,Mucormycosis,"""Spore shot""",Quality: 3,Tears have a chance to fire a fungus tear that sticks to enemies. It grows rapidly in size then explodes into a gas cloud that damages nearby enemies,Type: Passive,Item Pool: Item Room
ItemID: 554,2Spooky,"""4me""",Quality: 2,"Any enemies that come within close range of Isaac will become feared, which causes them to flee",Type: Passive,Item Pool: Devil Room
ItemID: 555,Golden Razor,"""Pain from gain""",Quality: 2,+5 coins when picked up,Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 556,Sulfur,"""Temporary demon form""",Quality: 2,"Upon use, grants use of Brimstone for the current room",Type: Active,Item Pool: Item Room
ItemID: 557,Fortune Cookie,"""Reusable fortunes""",Quality: 2,"Upon use, displays a random fortune and has a chance to drop either a soul heart, a card (including dice shards), rune/soul stone or a trinket",Type: Active,Item Pool: Item Room
ItemID: 558,Eye Sore,"""More eyes""",Quality: 2,"With each tear fired, you have a chance to fire 1-3 extra tears in random directions",Type: Passive,Item Pool: Item Room
ItemID: 559,120 Volt,"""Zap!""",Quality: 2,"This item will fire electricity at nearby enemies, dealing roughly x0.75 of your tear damage rapidly",Type: Passive,Item Pool: Item Room
ItemID: 560,It Hurts,"""No it doesn't...""",Quality: 1,"Taking damage causes Isaac to fire a circle of 10 tears around him, each dealing 10 damage",Type: Passive,Item Pool: Item Room
ItemID: 561,Almond Milk,"""DMG down + tears up + you feel nutty""",Quality: 1,Greatly increases tears (x4 fire rate),"Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 562,Rock Bottom,"""It's only up from there""",Quality: 2,Prevents your stats from being reduced any more for the rest of the run,Type: Passive,Item Pool: Secret Room
ItemID: 563,Nancy Bombs,"""Random blast +5 bombs""",Quality: 1,+5 Bombs,Type: Passive,Item Pool: Item Room
ItemID: 564,A Bar of Soap,"""Tears + shot speed up""",Quality: 3,+0.5 Tears Up,Type: Passive,Item Pool: Boss Room
ItemID: 565,Blood Puppy,"""What a cute little thing!""",Quality: 1,Spawns a red worm familiar that chases enemies nearby around the room and deals 2 contact damage per tick,"Type: Passive, Familiar","Item Pool: Item Room, Red Chest, Curse Room"
ItemID: 566,Dream Catcher,"""Sweet dreams""",Quality: 2,"During the transition between floors, this item shows you a preview of the item that will spawn in the item room, and the boss that will appear",Type: Passive,Item Pool: Shop
ItemID: 567,Paschal Candle,"""Keep the flame burning""",Quality: 3,"Gives +0.4 Tears Up for each room completed without taking damage, up to a maximum of +2.0 Tears Up",Type: Passive,Item Pool: Angel Room
ItemID: 568,Divine Intervention,"""Double tap shield""",Quality: 2,Allows you to double-tap the shoot button to create a holy shield for 1 second that pushes enemies back and deals 10 damage to them if they touch it,Type: Passive,Item Pool: Angel Room
ItemID: 569,Blood Oath,"""Bleed me dry""",Quality: 2,"At the beginning of each new floor, this item will stab Isaac and reduce your red health down as much as it can without killing you. In exchange it gives you +0.05 Speed Up and Damage Up for every half a heart this item removes",Type: Passive,"Item Pool: Devil Room, Curse Room"
ItemID: 570,Playdough Cookie,"""Tasty rainbow""",Quality: 3,"Your individual tears each gain a random effect from either: Poison, Fear, Slow, Freeze, Charm, Burning, Homing, Bleeding, x2 Damage or Reduced damage","Type: Passive, Tear Modifier",Item Pool: Item Room
ItemID: 571,Orphan Socks,"""Speed up + your feet feel stronger""",Quality: 2,+2 Soul Hearts,Type: Passive,Item Pool: Secret Room
ItemID: 572,Eye of the Occult,"""DMG up + range up + controlled tears""",Quality: 3,Tears can be controlled mid-flight using the directional keys,Type: Passive,Item Pool: Devil Room
ItemID: 573,Immaculate Heart,"""Halo of tears""",Quality: 3,"In addition to regular tears, Isaac will sometimes fire extra spectral tears that orbit around him",Type: Passive,Item Pool: Angel Room
ItemID: 574,Monstrance,"""Purifying light""",Quality: 2,Isaac now emits a large light aura that damages nearby enemies 5 times per second while touching it,Type: Passive,Item Pool: Angel Room
ItemID: 575,The Intruder,"""Invasive friend""",Quality: 3,"In addition to normal tears, Isaac now also fires a set of 4 quadshot tears with a slowing effect",Type: Passive,Item Pool: Item Room
ItemID: 576,Dirty Mind,"""Filthy friends""",Quality: 2,"Each time you destroy a poop, this item will spawn 1-4 friendly Dip familiars that follow you, block shots and attack nearby enemies",Type: Passive,Item Pool: Item Room
ItemID: 577,Damocles,"""A king's fortune... but at what cost?""",Quality: 2,"When used, places a sword directly above Isaac's head and while active, will spawn an extra item for every item pedestal spawned",Type: Active,Item Pool: Devil Room
ItemID: 578,Free Lemonade,"""Party time!""",Quality: 1,"Upon use, spawns a giant puddle of lemonade that deals 8 damage per tick to any enemies which come in contact with it",Type: Active,Item Pool: Item Room
ItemID: 579,Spirit Sword,"""Divine blade""",Quality: 3,Your tears are replaced with a sword which can be swung to deal damage (Damage * 3 + Base Damage),"Type: Passive, Tear Modifier",Item Pool: Angel Room
ItemID: 580,Red Key,"""Explore the other side""",Quality: 3,"While held, a red outline of a door will appear on certain walls. Using the Red Key near it will spawn a red room",Type: Active,"Item Pool: Secret Room, Red Chest, Curse Room, Key Beggar, Mom's Chest"
ItemID: 581,Psy Fly,"""Flamboyant protector""",Quality: 4,"Gives Isaac an orbital fly, that will rapidly charge around and deflect any incoming tears that would hit Isaac.","Type: Passive, Familiar","Item Pool: Item Room, Key Beggar"
ItemID: 582,Wavy Cap,"""Tears up. A mind changing experience!""",Quality: 1,"Every time you use Wavy Cap, it gives +0.75 Tears Up and -0.03 Speed Down",Type: Active,Item Pool: Secret Room
ItemID: 583,Rocket in a Jar,"""Rocket propulsion +5 bombs""",Quality: 2,+5 Bombs,Type: Passive,"Item Pool: Item Room, Bomb Beggar"
ItemID: 584,Book of Virtues,"""Spiritual companionship""",Quality: 3,"Upon use, spawns a flame familiar that fires spectral tears and deals contact damage to enemies. After taking two hits, the fire will be extinguished",Type: Active/Passive Item,"Item Pool: Angel Room, Library"
ItemID: 585,Alabaster Box,"""A sacred offering""",Quality: 2,A single use active item that will spawn 3 soul hearts and 2 items from the Angel Room pool,Type: Active,Item Pool: Shop
ItemID: 586,The Stairway,"""Stairway to heaven""",Quality: 3,"Spawns a ladder in the starting room of all future floors, which leads to an Angel Room",Type: Passive,Item Pool: Angel Room
ItemID: 588,Sol,"""Radiant victory""",Quality: 2,Permanently shows the location of the boss room on the map,Type: Passive,Item Pool: Planetarium
ItemID: 589,Luna,"""More secrets""",Quality: 2,Adds one extra secret room and one extra super secret room to each floor,Type: Passive,Item Pool: Planetarium
ItemID: 590,Mercurius,"""Speed up + you feel elusive""",Quality: 3,+0.40 Speed Up,Type: Passive,Item Pool: Planetarium
ItemID: 591,Venus,"""HP up + you feel pretty""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Planetarium
ItemID: 592,Terra,"""Born to rock""",Quality: 3,"This item causes your tears to become rocks, which have increased knockback and can break other rocks and objects. This includes key blocks and secret room doors","Type: Passive, Tear Modifier",Item Pool: Planetarium
ItemID: 593,Mars,"""Double tap dash""",Quality: 2,"Allows Isaac to charge by double tapping the same direction, dealing damage to any enemies caught",Type: Passive,Item Pool: Planetarium
ItemID: 594,Jupiter,"""You're a gas giant!""",Quality: 2,+2 HP Up (only half a heart is filled),Type: Passive,Item Pool: Planetarium
ItemID: 595,Saturnus,"""Ring of tears""",Quality: 2,Gives you a wide circle halo which grants 7 orbital tears upon entering a new room,Type: Passive,Item Pool: Planetarium
ItemID: 596,Uranus,"""Ice tears""",Quality: 3,Isaac now shoots ice tears that slow enemies. Enemies that are killed by the ice tears will become frozen,Type: Passive,Item Pool: Planetarium
ItemID: 597,Neptunus,"""Open the floodgates""",Quality: 3,"Isaac will now automatically charge up tears, allowing you to store them up and fire them rapidly for a short time","Type: Passive, Tear Modifier",Item Pool: Planetarium
ItemID: 598,Pluto,"""Size down""",Quality: 3,+0.7 Tears Up,Type: Passive,Item Pool: Planetarium
ItemID: 599,Voodoo Head,"""Extra curse rooms""",Quality: 1,This item has a chance to spawn an additional curse room on each future floor,Type: Passive,"Item Pool: Shop, Crane Game"
ItemID: 600,Eye Drops,"""Tears up""",Quality: 3,Tears fired from your left eye gain roughly +28% fire rate increase,Type: Passive,Item Pool: Boss Room
ItemID: 601,Act of Contrition,"""Tears up, you feel forgiven""",Quality: 3,+1 Eternal Heart,Type: Passive,Item Pool: Angel Room
ItemID: 602,Member Card,"""Exclusive access!""",Quality: 1,"All shops now contain a trapdoor with a ladder, which leads down to a special shop",Type: Passive,Item Pool: Shop
ItemID: 603,Battery Pack,"""Instant energy!""",Quality: 1,"When picked up, this item fully recharges your currently held active item and drops between 2-4 battery pickups. These can be smaller or big batteries",Type: Passive,"Item Pool: Shop, Battery Beggar"
ItemID: 604,Mom's Bracelet,"""Mother's strength""",Quality: 2,"Upon use, Mom's Bracelet allows you to grab objects in the room and throw them, damaging any enemies which are hit for 40 damage",Type: Active,"Item Pool: Shop, Crane Game, Mom's Chest"
ItemID: 605,The Scooper,"""Plop!""",Quality: 0,"When used, this item spawns a Peeper familiar for the current room, which deals 12 contact damage per tick to enemies and leaves red creep in its path",Type: Active,Item Pool: Item Room
ItemID: 606,Ocular Rift,"""Stare into the abyss""",Quality: 3,Fired tears now have a chance to summon a rift when they land on the ground,Type: Passive,Item Pool: Devil Room
ItemID: 607,Boiled Baby,"""Messy friend""",Quality: 1,"A familiar boil that randomly fires bursts of tears, similar to the Boil enemy","Type: Passive, Familiar",Item Pool: Item Room
ItemID: 608,Freezer Baby,"""Iced iced baby""",Quality: 2,A familiar baby that fires tears which have a chance to freeze or petrify enemies,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 609,Eternal D6,"""???""",Quality: 3,"When used, rerolls all items in the room into another random item from the current room's item pool, however the item also has a 30% chance to disappear",Type: Active,"Item Pool: Item Room, Secret Room, Crane Game"
ItemID: 610,Bird Cage,"""Fat buddy""",Quality: 1,"Taking damage for the first time in a room spawns a familiar which targets an enemy and jumps on them, releasing a rock wave outwards",Type: Passive,Item Pool: Item Room
ItemID: 611,Larynx,"""Hear my pain""",Quality: 2,"When used, this item does a shout-type attack, with its effect increasing in damage and size the more charges you have",Type: Active,"Item Pool: Item Room, Greed Mode Item Room"
ItemID: 612,Lost Soul,"""Protect him""",Quality: 2,This item gives you a familiar version of The Lost character which dies instantly upon hit,"Type: Passive, Familiar","Item Pool: Item Room, Secret Room"
ItemID: 614,Blood Bombs,"""Bloody blast + HP up""",Quality: 2,+1 HP Up,Type: Passive,Item Pool: Item Room
ItemID: 615,Lil Dumpy,"""Puffy buddy""",Quality: 0,Lil Dumpy floats around and farts when it gets hit or touched by enemies,Type: Passive,Item Pool: Item Room
ItemID: 616,Bird's Eye,"""It burns""",Quality: 3,"You have a chance alongside each tear to shoot a red flame, which deals damage to enemies that come in contact with it",Type: Passive,Item Pool: Item Room
ItemID: 617,Lodestone,"""Magnetizing tears""",Quality: 3,"Tears now have a chance to cause enemies to be magnetized,",Type: Passive,"Item Pool: Item Room, Crane Game"
ItemID: 618,Rotten Tomato,"""Delicious!""",Quality: 2,You have a chance to fire a tear that marks enemies red and slow them,Type: Passive,"Item Pool: Item Room, Rotten Beggar"
ItemID: 619,Birthright,"""???""",Quality: 3,This item has a different effect for each character. See next icon for Tainted character effects,Type: Passive,Item Pool: Shop
ItemID: 619,Birthright (Tainted),"""???""",Quality: 3,This item has a different effect for each character. See previous icon for normal character effects,Type: Passive,Item Pool: Shop
ItemID: 621,Red Stew,"""Full HP + temporary DMG up""",Quality: 2,Fully heals all red heart containers,Type: Passive,"Item Pool: Shop, Ultra Secret Room"
ItemID: 622,Genesis,"""In the beginning""",Quality: 2,"When used, removes all your passive items and teleports you to Isaac's Bedroom",Type: Active,"Item Pool: Angel Room, Greed Mode Angel Room"
ItemID: 623,Sharp Key,"""Open your enemies""",Quality: 1,+5 Keys,Type: Active,Item Pool: Shop
ItemID: 624,Booster Pack,"""Collect them all!""",Quality: 1,Spawns 5 random cards,Type: Passive,"Item Pool: Boss Room, Shop"
ItemID: 625,Mega Mush,"""I'm a big boy now!""",Quality: 4,"When used, this item causes Isaac to become humongous for 30 seconds",Type: Active,Item Pool: Item Room
ItemID: 626,Knife Piece 1,"""???""",Quality: 0,"Combine with Knife Piece 2 to create a Knife which can be fired across the room, dealing 25 damage to any enemies it comes into contact with",Type: Passive,Item Pool: Shop
ItemID: 627,Knife Piece 2,"""???""",Quality: 0,"Combine with Knife Piece 1 to create a Knife which can be fired across the room, dealing 25 damage to any enemies it comes into contact with",Type: Passive,"Item Pool: Boss Room, Crane Game, Shop"
ItemID: 628,Death Certificate,"""Where am I?""",Quality: 4,"This is a one time use item that teleports you to an alternate floor, which contains every single item in the game",Type: Active,Item Pool: Secret Room
ItemID: 629,Bot Fly,"""Defense drone""",Quality: 3,Gives you a robot fly familar that orbits around Isaac and fires shielded tears at incoming projectiles,"Type: Passive, Familiar","Item Pool: Item Room, Key Beggar, Crane Game"
ItemID: 631,Meat Cleaver,"""Slice but no dice""",Quality: 1,"When used, the Meat Cleaver will split all enemies in the room into 2 smaller versions with ~40% health each",Type: Active,Item Pool: Item Room
ItemID: 632,Evil Charm,"""Luck up + you feel protected""",Quality: 2,+2 Luck Up,Type: Passive,Item Pool: Secret Room
ItemID: 633,Dogma,"""Ascended""",Quality: 0,"This item isn't available in any item pools - you are automatically given it after defeating Dogma, just before The Beast sequence",Type: Passive,"Item Pool: Crane Game, Key Beggar, Item Room"
ItemID: 634,Purgatory,"""Help from beyond""",Quality: 2,"While in a room with enemies, red cracks will appear on the floor in random locations",Type: Passive,"Item Pool: Devil Room, Angel Room"
ItemID: 635,Stitches,"""Bait and switch""",Quality: 1,"While held, this item spawns a familiar that can be moved around using the arrow keys and deals 1.5 damage per tick to any enemies it touches","Type: Active, Familiar",Item Pool: Item Room
ItemID: 636,R Key,"""Time to start over""",Quality: 4,"When used, this item restarts the game and places you back on the first floor with all your currently collected items, similar to doing a Victory Lap",Type: Active,Item Pool: Secret Room
ItemID: 637,Knockout Drops,"""They pack a punch!""",Quality: 3,"Isaac now has a chance to fire a fist instead of normal tears, which have a much higher knockback effect and confuse enemies for a few seconds",Type: Passive,Item Pool: Item Room
ItemID: 638,Eraser,"""Erase thy enemy""",Quality: 2,"An active item that allows you to throw an eraser at any enemy, which will kill it and prevent it from appearing for the rest of the run",Type: Active,"Item Pool: Shop, Crane Game"
ItemID: 639,Yuck Heart,"""Gross!""",Quality: 2,"When used, this item will give you +1 Rotten Heart",Type: Active,"Item Pool: Item Room, Rotten Beggar"
ItemID: 640,Urn of Souls,"""Unleash their sorrow""",Quality: 3,"Enemies now create a soul upon death, which is automatically sucked into the Urn giving it +1 charge. Mini-bosses and bosses create 2-3 souls",Type: Active,Item Pool: Angel Room
ItemID: 641,Akeldama,"""Spill your guts""",Quality: 2,"With each shot fired, another bloody tear will spawn behind Isaac",Type: Passive,Item Pool: Item Room
ItemID: 642,Magic Skin,"""All your desires fulfilled""",Quality: 2,"Upon use, this item consumes 1 heart container or 2 soul hearts and spawns one item pedestal from the current room's pool",Type: Active,"Item Pool: Shop, Red Chest, Curse Room"
ItemID: 643,Revelation,"""Awaken your faith""",Quality: 4,+2 Soul Hearts,Type: Passive,Item Pool: Angel Room
ItemID: 644,Consolation Prize,"""+1 to lowest stat""",Quality: 1,"When picked up, this item gives you a stat increase, based on which is currently the lowest. Stat options are: +1.0 Damage, +0.6 Tears, +0.2 Speed, +5.25 Range",Type: Passive,"Item Pool: Boss Room, Golden Chest, Crane Game"
ItemID: 645,Tinytoma,"""Itching for revenge""",Quality: 1,Grants a large orbital that rotates around Isaac,"Type: Passive, Familiar",Item Pool: Item Room
ItemID: 646,Brimstone Bombs,"""Demon blast +5 bombs""",Quality: 3,+5 Bombs,Type: Passive,"Item Pool: Devil Room, Bomb Beggar, Greed Mode Devil Room"
ItemID: 647,4.5 Volt,"""Beat the juice out of them!""",Quality: 2,Active items no longer charge up as normal from clearing rooms,Type: Passive,"Item Pool: Shop, Battery Beggar"
ItemID: 649,Fruity Plum,"""Bouncy friend""",Quality: 1,"Gives you a familiar which is a smaller version of the Plum boss, which sprays tears and propels itself around the room","Type: Passive, Familiar","Item Pool: Item Room, Key Beggar"
ItemID: 650,Plum Flute,"""Play time!""",Quality: 2,"When used, this item calls a friendly version of the Plum boss to fight for you for 10 seconds",Type: Active,Item Pool: Item Room
